,id,user_id,created_at,text,Clean,Translate
93,1064522514309644288,hoonwink29,2018-11-19 14:15:19,Baru selesai nntn Fantastic Beast yg ke 2 dan gue ga ngerti ceritanya tentang apa mweehehehheheeh,  baru    selesai    nonton    fantastic    beast    yang    ke    2    dan    saya    tidak    mengerti    ceritanya    tentang    apa    mweehehehheheeh  ,just finished watching the second fantastic beast and I don't understand what the story is about mweehehehheheeh
94,1064517701735874560,new_dwiva,2018-11-19 13:56:12,Kappa di Fantastic Beast super serem sih :(,  kappa    di    fantastic    beast    super    serem    sih        ,kappa on a fantastic beast is super cool anyway
95,1064511802749280257,AnnsRzky,2018-11-19 13:32:46,Fantastic beast keren abis mo nangisss😭😭😭,  fantastic    beast    keren    habis    mo    nangis     loudly crying face      loudly crying face      loudly crying face   ,fantastic    beast    keren    habis    mo    nangis     loudly crying face      loudly crying face      loudly crying face
96,1064510740332072960,mas_sugi,2018-11-19 13:28:32,Fantastic Beast and I don't wanna give a f*ck.,  fantastic    beast    and    i    don t    wanna    give    a    f ck       ,fantastic    beast    and    i    don t    wanna    give    a    f ck
97,1064509453788110850,ardewh25,2018-11-19 13:23:26,Fantastic beast itu bisa bngt bikin aku penasaran,  fantastic    beast    itu    bisa    bngt    bikin    aku    penasaran  ,fantastic beast can make me curious
98,1064509383797657601,nxdtj,2018-11-19 13:23:09,"Just finished watching Fantastic Beast Crimes of Grindelwald, so here is a commentary thread! #fantasticbeast",  just    finished    watching    fantastic    beast    crimes    of    grindelwald         so    here    is    a    commentary    thread          fantasticbeast  ,just    finished    watching    fantastic    beast    crimes    of    grindelwald         so    here    is    a    commentary    thread          fantasticbeast
99,1064508457707917312,ndidinindi,2018-11-19 13:19:28,Fantastic Beast itu RAAAAMEEEEEE!!!!!!! AKUUU SYUKAAAAAAAAAAAA,  fantastic    beast    itu    ramee                                       aku    suka  ,fantastic beast I like it
100,1064499892515594242,CheristaD,2018-11-19 12:45:26,abis nonton fantastic beast be like: i need to re-watch all of the harry potter movies,  habis    nonton    fantastic    beast    be    like         i    need    to    re         watch    all    of    the    harry    potter    movies  ,habis    nonton    fantastic    beast    be    like         i    need    to    re         watch    all    of    the    harry    potter    movies
101,1064490668087631872,iookkk,2018-11-19 12:08:47,temenin nonton fantastic beast yuuu ~,  temenin    nonton    fantastic    beast    ayo       ,"friend, watch fantastic beast, come on"
102,1064486734568730624,fauzanalwilub,2018-11-19 11:53:09,"Terus abis Fantastic beast rilis mau ngapain lagi ini? HAHAHAHAH 

X-Men Dark Phoenix kali ya hemmmm",  terus    habis    fantastic    beast    rilis    mau    ngapain    lagi    ini         hahahahah    x         men    dark    phoenix    kali    ya    hem  ,continues to run fantastic beast release what do you want this again hahahahah x men dark phoenix times huh
103,1064483332665225216,dipnie,2018-11-19 11:39:38,"di hidup gue semua serba gak tuntas... 
seperti: thesis gue, paper gue, fantastic beast: the crimes of grindelwALD",  di    hidup    saya    semua    serba    tidak    tuntas           seperti         thesis    saya         paper    saya         fantastic    beast         the    crimes    of    grindelwald  ,"in my life everything is not complete like my thesis, my paper is fantastic beast the crimes of grindelwald"
104,1064483328005332992,chubbyuto,2018-11-19 11:39:37,ekspektasi saya terlalu tinggi. sakit jatuhnya pas film kelar. hestek fantastic beast,  ekspektasi    saya    terlalu    tinggi         sakit    jatuhnya    saat    film    kelar         hestek    fantastic    beast  ,my expectation was that the fall was too high when the film finished hestek fantastic beast
105,1064473531281338370,gishadia,2018-11-19 11:00:41,"Mom after watching fantastic beast: ""jadi eta teh anak saha"" // ""jadi dia tuh anak siapa""",  mom    after    watching    fantastic    beast              jadi    eta    teh    anak    siapa                        jadi    dia    tuh    anak    siapa       ,"mom after watching fantastic beast, so who is the eta teh, who is she?"
106,1064463741637472256,aleeey_a,2018-11-19 10:21:47,I have so many questions about Fantastic Beast: The Crime of Grindelwald.....,  i    have    so    many    questions    about    fantastic    beast         the    crime    of    grindelwald           ,i    have    so    many    questions    about    fantastic    beast         the    crime    of    grindelwald
107,1064462064565936130,Tiadiajeng,2018-11-19 10:15:07,"Holiday tomorrow, so let's watch Fantastic Beast!!",  holiday    tomorrow         so    let     s    watch    fantastic    beast            ,holiday tomorrow so let's watch fantastic beast
108,1064461687124746242,dimasoky,2018-11-19 10:13:37,fantastic beast apa suzanna yaahh hmmm,  fantastic    beast    apa    suzanna    yaahh    hm  ,fantastic beast what is suzanna yaahh hm
109,1064449154670153728,aulianramalia,2018-11-19 09:23:49,"Eh i mean the crimes of grindelward,  same thing sih fantastic beast 2 pokoknya! It was GOOD!",  eh    i    mean    the    crimes    of    grindelward         same    thing    sih    fantastic    beast    2    pokoknya         it    was    good       ,eh i mean the crimes of grindelwald same thing sih fantastic beast 2 pokoknya it was good
110,1064441140714201088,giinaulfah,2018-11-19 08:51:58,Abis nonton fantastic beast liat zouwu berasa liat si gupiw.,  habis    nonton    fantastic    beast    lihat    zouwu    berasa    lihat    si    gupiw       ,"After watching fantastic beast, see Zouwu, feel like seeing the gupiw"
111,1064437580773486592,anggitaLw,2018-11-19 08:37:50,After watching Fantastic Beast : The Crime of Grindelwalds jd gak sabar nunggu yg ketiga ...,  after    watching    fantastic    beast         the    crime    of    grindelwalds    jadi    tidak    sabar    tunggu    yang    ketiga         ,after watching fantastic beast the crime of grindelwalds so can't wait for the third
112,1064437097782636544,NeldyaW,2018-11-19 08:35:55,"Watch ""fantastic beast and where to find them """,  watch         fantastic    beast    and    where    to    find    them       ,watch         fantastic    beast    and    where    to    find    them
113,1064429940429402112,YasminDesvi,2018-11-19 08:07:28,Really enjoy watching Bohemian Rhapsody and Fantastic Beast 2👍👍👍👍👍,  really    enjoy    watching    bohemian    rhapsody    and    fantastic    beast    2     thumbs up      thumbs up      thumbs up      thumbs up      thumbs up   ,really    enjoy    watching    bohemian    rhapsody    and    fantastic    beast    2     thumbs up      thumbs up      thumbs up      thumbs up      thumbs up
114,1064409153009930240,alcxhlf,2018-11-19 06:44:52,dom jaksel/dpk nonton suzzana / fantastic beast yuk? bosen asli gabut.,  dom    jaksel         dpk    nonton    suzzana         fantastic    beast    ayo         bosen    asli    senggang       ,"South Jakarta Dom can watch Suzuki Fantastic Beast, let's be bored, free original"
115,1064398661839286272,dhivarukha,2018-11-19 06:03:11,"tiket dijual 20rb aja jam 17.45 film fantastic beast.
di depok XXI.
siapapun ritwitnya",  tiket    dijual    20    rb    saja    jam    17 45    film    fantastic    beast         di    depok    xxi         siapapun    ritwitnya  ,tickets were sold for only 20 rb at 17:45 the fantastic beast movie in depok xxi was the same
116,1064391125497143296,fragilebuster,2018-11-19 05:33:14,Fix nnton fantastic beast dewe wani perih,  fix    nnton    fantastic    beast    sendiri    wani    berani  ,fix not fantastic beast itself brave
117,1064380268788600832,FarizRegisa,2018-11-19 04:50:05,"nonton fantastic beast, scene nagini keluar, ""she comes from indonesia!"" sestudio ""wisss!"", yaelah orang indo, murah banget",  nonton    fantastic    beast         scene    nagini    keluar              she    comes    from    indonesia              sestudio         wis                   yaelah    orang    indonesia         murah    sangat  ,Watch Nagini Beast Fantastic Scene Out She Comes from Indonesia Sestudio Wis Yaelah Very Indonesian people very
118,1064380169555562496,JaciDeeBlacks,2018-11-19 04:49:42,I hope Paul Wesley will be cast as a Wizard at Fantastic Beast,  i    hope    paul    wesley    will    be    cast    as    a    wizard    at    fantastic    beast  ,i    hope    paul    wesley    will    be    cast    as    a    wizard    at    fantastic    beast
119,1064376056734314497,fivestarsforme,2018-11-19 04:33:21,"After fantastic beast 2, I see dumbledore differently now.",  after    fantastic    beast    2         i    see    dumbledore    differently    now       ,after    fantastic    beast    2         i    see    dumbledore    differently    now
120,1064361865797484544,ridwanpeot,2018-11-19 03:36:58,"Fantastic beast 2 
Eweuh duit eweuh batur
2 problematika nu matak ujung2na lalajo di indoxxi",  fantastic    beast    2    tidak ada    duit    tidak ada    teman    2    problematika    yang    saya    ujung2na    nonton    di    internet  ,fantastic beast 2 there is no money there are no friends 2 problems that I ended up watching on the internet
121,1064349613438656513,sarahraisah,2018-11-19 02:48:17,Belum nonton Fantastic Beast 2 hikshiks.,  belum    nonton    fantastic    beast    2    hikshiks       ,haven't watched fantastic beast 2 hikshiks
122,1064347997620776960,puputputreey,2018-11-19 02:41:51,Sampe kantor ibu manajer lagi bahas Fantastic Beast,  hingga    kantor    ibu    manajer    lagi    bahas    fantastic    beast  ,until the office of the manager's mother discussed fantastic beast
123,1064308826130722816,nnkadal,2018-11-19 00:06:12,Kemaren nonton fantastic beast tetep dapat tempat duduk di atas dan ditengah ya karena sendiri. Kalo bedua ya tinggal pasrah😂,  kemaren    nonton    fantastic    beast    tetap    dapat    tempat    duduk    di    atas    dan    ditengah    ya    karena    sendiri         kalau    bedua    ya    tinggal    pasrah     face with tears of joy   ,"Yesterday watching fantastic beast still got a seat above and in the middle, yeah, because on your own, if you live, you just have to surrender, face with tears of joy."
124,1064191375967571968,rennydesavi,2018-11-18 16:19:30,"Movies rate:
Bohemian Rhapsody...8.5
Fantastic Beast: The Crimes...7",  movies    rate         bohemian    rhapsody           8 5    fantastic    beast         the    crimes           7  ,movies    rate         bohemian    rhapsody           8 5    fantastic    beast         the    crimes           7
125,1064185381027897344,ineedspacexx,2018-11-18 15:55:41,senin jadiin nonton fantastic beast ah.. me time 😌,  senin    jadi    nonton    fantastic    beast    ah          me    time     relieved face   ,Monday it will be fantastic and me time relieved face
126,1064175334990348289,briandrie,2018-11-18 15:15:45,Masih penasaran ending dengan film fantastic beast,  masih    penasaran    ending    dengan    film    fantastic    beast  ,still curious about the ending with a fantastic beast movie
127,1064164577900814338,squilliams,2018-11-18 14:33:01,Ngantuk bgt nonton fantastic beast btw huhu,  ngantuk    sangat    nonton    fantastic    beast    by the way    huhu  ,very sleepy watching fantastic beast by the way huhu
128,1064152126144663553,linamei_,2018-11-18 13:43:32,Jadi Indonesia udh ada ya pada jaman fantastic beast ? Oh gitu yaa,  jadi    indonesia    sudah    ada    ya    pada    jaman    fantastic    beast         oh    begitu    yaa  ,"so Indonesia is already there, in the fantastic beast era, oh yeah"
129,1064145524553445377,Moch_Jamil,2018-11-18 13:17:18,"Beres nonton fantastic beast, kata Aurelius terdengar ga asing di otak..
Aurelius........ Aurita",  beres    nonton    fantastic    beast         kata    aurelius    terdengar    tidak    asing    di    otak          aurelius                aurita  ,So watch fantastic beast the word Aurelius sounds familiar in the brain of Aurelius Aurita
130,1064141287652155392,Lalicessa,2018-11-18 13:00:28,Aahshshsnsjjsus gilss emang fantastic beast number 1 bgt,  aahshshsnsjjsus    gila    memang    fantastic    beast    number    1    sangat  ,crazy aahshshsnsjjsus is indeed a very fantastic beast number 1
131,1064137774314311682,AndrePangestu18,2018-11-18 12:46:30,Fantastic beast yg kedua seru ga?,  fantastic    beast    yang    kedua    seru    tidak       ,fantastic beast the second exciting no
132,1064135904355368961,johndbro1,2018-11-18 12:39:04,"The rare Fantastic Beast sighting was nice, they were very fun to look at and Newt's affection for them seemed both genuine and heartfelt.",  the    rare    fantastic    beast    sighting    was    nice         they    were    very    fun    to    look    at    and    newt     s    affection    for    them    seemed    both    genuine    and    heartfelt       ,the    rare    fantastic    beast    sighting    was    nice         they    were    very    fun    to    look    at    and    newt     s    affection    for    them    seemed    both    genuine    and    heartfelt
133,1064134853761785856,kening_lebar,2018-11-18 12:34:54,Abis nonton Fantastic Beast. Agak kecewa. Gak dijelasin guru-guru di Hogwarts itu statusnya PNS apa masih honorer. Apaan gak jelas...,  habis    nonton    fantastic    beast         agak    kecewa         tidak    dijelasin    guru guru    di    hogwarts    itu    statusnya    pns    apa    masih    honorer         apaan    tidak    jelas         ,finished watching fantastic beast rather disappointed not explained by the teacher teacher at hogwarts that the status of civil servants is still honorary fuck unclear
134,1064133664940806144,biskuittape,2018-11-18 12:30:11,"Fantastic beast uda minta di tonton aja tu, gada yang ngajak apa",  fantastic    beast    sudah    minta    di    tonton    saja    itu         tidak ada    yang    ngajak    apa  ,fantastic beast just asked to watch it no one invited what
135,1064132279105019904,WiLdhaan7,2018-11-18 12:24:40,Pengen banget nnton the fantastic beast ora ada temennya hmm,  ingin    sangat    nnton    the    fantastic    beast    tidak    ada    teman    hmm  ,want to be very nonsense the fantastic beast no friend hmm
136,1064131926984806400,anisanisas,2018-11-18 12:23:16,Baru nonton fantastic beast dan lebih ngeship Newt sama Leta 😟,  baru    nonton    fantastic    beast    dan    lebih    ngeship    newt    sama    leta     worried face   ,just watching fantastic beast and more interesting with newt and face worry
137,1064127389171470337,mndfbryn,2018-11-18 12:05:14,"Ketika ingin menonton Fantastic Beast, terhalang oleh waktu~",  ketika    ingin    menonton    fantastic    beast         terhalang    oleh    waktu   ,when you want to watch fantastic beast is blocked by time
138,1064125978299949056,susanchrysan,2018-11-18 11:59:38,Fantastic Beast: The Crimes of Grindelwald. 😴😴😴,  fantastic    beast         the    crimes    of    grindelwald          sleeping face      sleeping face      sleeping face   ,fantastic    beast         the    crimes    of    grindelwald          sleeping face      sleeping face      sleeping face
139,1064125045918715904,sipietz,2018-11-18 11:55:56,Baru ngeh astrid leong aka gemma chan maen di fantastic beast yg pertama,  baru    sadar    astrid    leong    alias    gemma    chan    maen    di    fantastic    beast    yang    pertama  ,just realized astrid leong aka gemma chan playing on the first fantastic beast
140,1064124860652089345,fnrizka,2018-11-18 11:55:11,Fantastic Beast And Where To Find Them in HBO...,  fantastic    beast    and    where    to    find    them    in    hbo         ,fantastic    beast    and    where    to    find    them    in    hbo
141,1064120089572605953,qieta,2018-11-18 11:36:14,"Suzzana sudah sejuta penonton aja, fantastic beast saja ku belum menonton.",  suzzana    sudah    sejuta    penonton    saja         fantastic    beast    saja    ku    belum    menonton       ,"I already watched a million viewers fantastic just beast, I haven't watched"
142,1064112977568092160,objekilusi,2018-11-18 11:07:58,[W/N] Ga sabar lanjutan yang ketiganya Fantastic Beast.,       saya         n         tidak    sabar    lanjutan    yang    ketiganya    fantastic    beast       ,I can't wait for the third fantastic beast
143,1064105612315811841,ratukis,2018-11-18 10:38:42,Gatau knp perasaan fantastic beast yg kedua kurangkurang gmn gt ya. Apa grgr expectnya ketinggian..,  gatau    kenapa    perasaan    fantastic    beast    yang    kedua    kurangkurang    gimana    begitu    ya         apa    gara gara    expectnya    ketinggian        ,"or why is the feeling of being the second fantastic beast how to do that, yeah, because of the expectation of height"
144,1064097551555547136,Georgiavalerie_,2018-11-18 10:06:40,just watched Fantastic beast and i am soooo thriillleeeddddd.  10/10 recomended!!!!,  just    watched    fantastic    beast    and    i    am    so    thriiled         10         10    recomended                      ,just watched fantastic beast and i am so thrilled 10 10 recommended
145,1064096736283508737,a_maskur,2018-11-18 10:03:26,Even though fantastic beast 2 has so many plot holes but that final fight scene was FIREEEE!! I hope I could join that battle,  even    though    fantastic    beast    2    has    so    many    plot    holes    but    that    final    fight    scene    was    fire              i    hope    i    could    join    that    battle  ,even    though    fantastic    beast    2    has    so    many    plot    holes    but    that    final    fight    scene    was    fire              i    hope    i    could    join    that    battle
146,1064092557624324096,liuruna_,2018-11-18 09:46:50,Plot twist terbaik 2018 menang fantastic beast,  plot    twist    terbaik    2018    menang    fantastic    beast  ,2018's best plot twist wins fantastic beast
147,1064083229446090759,megalomaniAZ,2018-11-18 09:09:46,"Fantastic Beast plotnya lumayan dark, like WB try to create another DCEU 😂😂😂",  fantastic    beast    plotnya    lumayan    dark         like    wb    try    to    create    another    dceu     face with tears of joy      face with tears of joy      face with tears of joy   ,fantastic    beast    plotnya    lumayan    dark         like    wb    try    to    create    another    dceu     face with tears of joy      face with tears of joy      face with tears of joy
148,1064068611596214273,kuuusuma,2018-11-18 08:11:41,Am I the only one here who hasn't watched Fantastic Beast? Someone help me,  am    i    the    only    one    here    who    hasn t    watched    fantastic    beast         someone    help    me  ,am    i    the    only    one    here    who    hasn t    watched    fantastic    beast         someone    help    me
149,1064060669203406848,RNDNuriyanti,2018-11-18 07:40:07,Beberapa menit dalam bioskop nonton fantastic beast aku tertidur. Bangun2 si salamander dah nemuin si tina. Yapokoknya gitulah,  beberapa    menit    dalam    bioskop    nonton    fantastic    beast    aku    tertidur         bangun bangun    si    salamander    dah    nemuin    si    tina         yapokoknya    gitulah  ,"a few minutes in the cinema watching fantastic beast I fell asleep waking up the salamander had found the tina, anyway"
150,1064054122435895299,nitabluez,2018-11-18 07:14:06,belum nonton Fantastic Beast. takut ga diterima di pergaulan :(,  belum    nonton    fantastic    beast         takut    tidak    diterima    di    pergaulan        ,haven't watched fantastic beasts afraid of not being accepted in association
151,1064050486091767808,Widyarenee,2018-11-18 06:59:39,"Di jaman serba susah dan penindasan di rezim Jokowi gini, lobby bioskop penuh sesak.
Full nonton 2 studio ACMA, Suzzanna, Fantastic beast. 😎",  di    jaman    serba    susah    dan    penindasan    di    rezim    jokowi    gini         lobby    bioskop    penuh    sesak         full    nonton    2    studio    acma         suzzanna         fantastic    beast          smiling face with sunglasses   ,in the era of all the difficulties and oppression in the regime of jokowi gini lobby cinema full of full watching 2 studios acma suzzanna smiling beast fantastic face with sunglasses
152,1064031913491390464,metrick01,2018-11-18 05:45:51,Dont like fantastic beast 2... but ill give it a second chance.. will watch it once more,  dont    like    fantastic    beast    2           but    ill    give    it    a    second    chance          will    watch    it    once    more  ,dont    like    fantastic    beast    2           but    ill    give    it    a    second    chance          will    watch    it    once    more
153,1064023309489123329,Mustika1703,2018-11-18 05:11:40,Woah fantastic beast bakal d bikin 5 series woah woah woah,  woah    fantastic    beast    bakal    d    bikin    5    series    woah    woah    woah  ,woah    fantastic    beast    bakal    d    bikin    5    series    woah    woah    woah
154,1064009880422379520,ayy_0510,2018-11-18 04:18:18,Sudah q duga... Nonton fantastic beast mesti jejeran cah tarnus,  sudah    saya    duga           nonton    fantastic    beast    harus    jejeran    anak    tarnus  ,I had expected watching fantastic beast had to be lined up by the child tarnus
155,1063996312905965570,dhittaa,2018-11-18 03:24:23,"Pgn nntn fantastic beast 2 lg:"")",  pgn    nonton    fantastic    beast    2    lagi                 ,Can you watch Fantastic Beast 2 again?
156,1063968224910336000,nelarealino,2018-11-18 01:32:47,Arghhgg wanna watch fantastic beast againnnnnn aaaaaaaa ❤️😍❤️😍❤️😍❤️😍❤️😍😍❤️😍,  arghhgg    wanna    watch    fantastic    beast    againn    a     red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      smiling face with heart eyes      red heart           smiling face with heart eyes   ,arghhgg    wanna    watch    fantastic    beast    againn    a     red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      smiling face with heart eyes      red heart           smiling face with heart eyes
157,1063966991612964865,renataalvn,2018-11-18 01:27:53,Lg pengen bgt beli dvd nya the greatest show sama fantastic beast tp adanya blu ray doang😓 udah lah mahal kalo kaga bs di play begimana??,  lagi    ingin    sangat    beli    dvd    nya    the    greatest    show    sama    fantastic    beast    tapi    adanya    blu    ray    doang     downcast face with sweat     sudah    lah    mahal    kalau    kaga    bisa    di    play    begimana            ,"Again, I want to buy DVDs, the greatest show is fantastic, but the Blu Ray for Downcast Face with Sweat is expensive if you can play it, how do you do it?"
158,1063961322021249025,akanwisuda,2018-11-18 01:05:21,"sedih dan mengecewakan gegara tyda bisa nonton fantastic beast the crimes of grindelwald. hmmmm
syalanih :(",  sedih    dan    mengecewakan    gegara    tyda    bisa    nonton    fantastic    beast    the    crimes    of    grindelwald         hm    syalanih        ,sad and disappointing the country can watch fantastic beast the crimes of grindelwald hm syalanih
159,1063949625701232640,jabunnajib,2018-11-18 00:18:52,Nonton fantastic beast bener2 bikin drop jaw dah :0,  nonton    fantastic    beast    bener2    bikin    drop    jaw    dah     0  ,watching fantastic beast really makes drop jaw already 0
160,1063934881887997952,hauramedinaa,2018-11-17 23:20:17,Yang gw sayangin dr fantastic beast ke 2 ini adalah pas lagi seru2nya eh abis,  yang    saya    sayangin    dari    fantastic    beast    ke    2    ini    adalah    saat    lagi    seru2nya    eh    habis  ,what I love about this fantastic second beast is when the excitement is over
161,1063934175294582784,hauramedinaa,2018-11-17 23:17:28,Parah yang suka harry potter kudu bgt nonton fantastic beast,  parah    yang    suka    harry    potter    harus    sangat    nonton    fantastic    beast  ,badly who likes harry potter must be very watch fantastic beast
162,1063917643344809985,objekilusi,2018-11-17 22:11:47,"Demi apapun. Gue nungguin Fantastic Beast, tapi ga ada temen nontonnya 😩 []",  demi    apapun         saya    tunggu    fantastic    beast         tapi    tidak    ada    temen    nontonnya     weary face             ,for whatever sake I wait for a fantastic beast but no friends watch it weary face
163,1063905852321484800,Faizalchariz,2018-11-17 21:24:56,"Fantastic Beast   , Fantastic bet,",  fantastic    beast         fantastic    sangat       ,fantastic    beast         fantastic    sangat
164,1063872651049848832,rizkarrrr,2018-11-17 19:13:00,Btw fantastic beast yg kedua rada kampret sih.. bikin kepo argh 😣,  by the way    fantastic    beast    yang    kedua    agak    sialan    sih          bikin    penasaran    argh     persevering face   ,by the way fantastic beast the second one is rather damn it makes me curious to persevere the face
165,1063855102891446272,finachristina,2018-11-17 18:03:16,"Abis nonton fantastic beast trus pusing aku pusing. Knp knp kok begitu, bagaimana bisa begitu?

Dan sambil meneteskan air mata",  habis    nonton    fantastic    beast    terus    pusing    aku    pusing         kenapa    kenapa    kok    begitu         bagaimana    bisa    begitu         dan    sambil    meneteskan    air    mata  ,"after watching fantastic beast, I was dizzy, I was dizzy, why the hell is that how it works and while shed tears"
166,1063843749954936833,azmiazzami_,2018-11-17 17:18:09,Ada yang sudah nonton fantastic beast 2?,  ada    yang    sudah    nonton    fantastic    beast    2       ,some have watched fantastic beast 2
167,1063839185486794752,anisaasj,2018-11-17 17:00:01,Man. Fantastic Beast was awesome.,  man         fantastic    beast    was    awesome       ,man         fantastic    beast    was    awesome
168,1063838014189690880,sachizhaa,2018-11-17 16:55:22,oke gais jd siapa yg udh ntn fantastic beast?,  oke    gais    jadi    siapa    yang    sudah    nonton    fantastic    beast       ,"okay, so who's been watching fantastic beast"
169,1063834726983589888,yutiselia,2018-11-17 16:42:18,"Fantastic beast keren tcuy, giliran yg pertama mah blm nonton 🤣",  fantastic    beast    keren    sangat         giliran    yang    pertama    sih    belum    nonton     rolling on the floor laughing   ,fantastic beast cool it was the first turn to not watch rolling on the floor laughing
170,1063831888022781952,reeewhy,2018-11-17 16:31:01,"Aaaaaakkkkk Fantastic Beast kereeennnn, walaupun banyak teka-teki tapi dapet poinnya. Ga sabar kelanjutannya 😍",  aak    fantastic    beast    keren         walaupun    banyak    teka teki    tapi    dapet    poinnya         tidak    sabar    kelanjutannya     smiling face with heart eyes   ,"It's not a fantastic beast, even though there are lots of puzzles, but getting impatient points continues, smiling face with heart eyes"
171,1063825865295839232,roismaruf,2018-11-17 16:07:05,"Fantastic Beast : The Crimes of Grindelwald, rating pribadi 9,5/10",  fantastic    beast         the    crimes    of    grindelwald         rating    pribadi    9 5         10  ,fantastic    beast         the    crimes    of    grindelwald         rating    pribadi    9 5         10
172,1063823354979803136,tanitanit,2018-11-17 15:57:07,Agak gimana gitu Indonesia disebut dalam film Fantastic Beast The Crimes of Grindlewald. Meski cuma sepenggal mah... 😂,  agak    gimana    begitu    indonesia    disebut    dalam    film    fantastic    beast    the    crimes    of    grindlewald         meski    cuma    sepenggal    sih            face with tears of joy   ,"rather, how is Indonesia called in the fantastic beast the crimes of grindlewald movie even though it's just a piece of face with tears of joy"
173,1063821776570875904,tressaoktvn,2018-11-17 15:50:51,Best partnya sih ya bagian si Newt beserta para 'Fantastic Beast' nya. Sayangnya cuma seuprit bagian itu.,  best    partnya    sih    ya    bagian    si    newt    beserta    para         fantastic    beast         nya         sayangnya    cuma    seuprit    bagian    itu       ,"the best part is the part of the newt and the fantastic beasts, unfortunately, only a part of that"
174,1063819237892874241,rizqirich_,2018-11-17 15:40:45,"Nyari tone photo yg mirip"" dengan warna film di fantastic beast ko syusyah~",  cari    tone    photo    yang    mirip         dengan    warna    film    di    fantastic    beast    ko    syusyah   ,look for photo tones that are similar to the color of the film on fantastic beast ko syusyah
175,1063818486164537344,lathif_adhy,2018-11-17 15:37:46,"Pemeran Nagini di fantastic beast 2 ternyata pernah main di Avengers 2, pantesan kayak gak asing gitu. Wkwk",  pemeran    nagini    di    fantastic    beast    2    ternyata    pernah    main    di    avengers    2         pantesan    kayak    tidak    asing    begitu         wkwk  ,"Nagini's cast on the fantastic beast 2 turns out to have played in avengers 2, it seems like a stranger"
176,1063815431008346112,firalaisia,2018-11-17 15:25:38,"Menurutku Fantastic Beast bagus bagus aja ah, recommended. Gak kecewa nonton 👍",  menurutku    fantastic    beast    bagus    bagus    saja    ah         recommended         tidak    kecewa    nonton     thumbs up   ,"in my opinion fantastic good beast is good, ah recommended not disappointed watching thumbs up"
177,1063814253180665857,greyliness,2018-11-17 15:20:57,"Fantastic Beast 2 keren bangeeeeetttt.. Serah deh apa kata kritikus film yang kek udah jago banget bikin cerita.

Epiccc!!!",  fantastic    beast    2    keren    sangat          serah    deh    apa    kata    kritikus    film    yang    kayak    sudah    jago    sangat    bikin    cerita         epic                 ,fantastic beast 2 cool is very easy to say what movie critics who are already good at make epic stories
178,1063812292347756544,tibbunny,2018-11-17 15:13:09,AKU MAU NONTON FANTASTIC BEAST HUHU,  aku    mau    nonton    fantastic    beast    huhu  ,I want to watch fantastic huhu beast
179,1063810506627067904,sisirkotor,2018-11-17 15:06:04,"Masih ga bisa move on dari Tina Fantastic Beast, woman crush banget si😭",  masih    tidak    bisa    move    on    dari    tina    fantastic    beast         woman    crush    sangat    si     loudly crying face   ,still unable to move on from the fantastic beast woman crush is very loudly crying face
180,1063809330275729414,bouwplank,2018-11-17 15:01:23,"sebisa mungkin tidak memiliki ekspektasi yang tinggi pada film fantastic beast dan susana.

nonton mah nonton ajaaa",  sebisa    mungkin    tidak    memiliki    ekspektasi    yang    tinggi    pada    film    fantastic    beast    dan    susana         nonton    sih    nonton    saja  ,as much as possible do not have high expectations on the fantastic beast movie and watch it just watch it
181,1063805515610771457,NitaHabibah1,2018-11-17 14:46:14,gantung banget film fantastic the beast. harus banget berlanjut,  gantung    sangat    film    fantastic    the    beast         harus    sangat    berlanjut  ,hanging very fantastic films the beast must be very continuous
182,1063799883310616577,AkiraJeffta,2018-11-17 14:23:51,Pingin nonton fantastic beast tpi kok blm bisa terus kzl dah,  pingin    nonton    fantastic    beast    tapi    kok    belum    bisa    terus    kzl    dah  ,"pingin watching fantastic beast, but how come I can't keep going"
183,1063799715416858627,priskarinta,2018-11-17 14:23:11,"Ketika semua org amaze dgn fantastic beast. 
Bapake: halah mau mau aja dibodoh bodohi cerita",  ketika    semua    org    amaze    dgn    fantastic    beast         bapake         halah    mau    mau    saja    dibodoh    bodohi    cerita  ,"when everyone amaze with fantastic beast bapake halah, they want to be fooled into fooling the story"
184,1063796166138068992,nikenmawar,2018-11-17 14:09:05,Oiya btw kalian harus nonton Fantastic beast agar kalian tahu kalau jadi bucin itu sungguhla tida baique 😹,  oiya    by the way    kalian    harus    nonton    fantastic    beast    agar    kalian    tahu    kalau    jadi    mengganggu    itu    sungguhlah    tidak    baik     cat face with tears of joy   ,oiya by the way you have to watch fantastic beast so you know that being annoying is really not good paint face with tears of joy
185,1063791482224619521,nikenmawar,2018-11-17 13:50:28,"Akhirnya nonton Fantastic Beast 😄 
One thing im statisfied about was : Jhonny depp ganteng bat rambutnya putih wkwk",  akhirnya    nonton    fantastic    beast     grinning face with smiling eyes     one    thing    im    statisfied    about    was         jhonny    depp    ganteng    bat    rambutnya    putih    wkwk  ,finally watching fantastic beast grin face with smiling eyes one thing im statisfied about was jhonny depp handsome bat white hair wkwk
