,id,user_id,created_at,text,Clean,Translate,Labels
93,1.06E+18,hoonwink29,11/19/2018 14:15,Baru selesai nntn Fantastic Beast yg ke 2 dan gue ga ngerti ceritanya tentang apa mweehehehheheeh,  baru    selesai    nonton    fantastic    beast    yang    ke    2    dan    saya    tidak    mengerti    ceritanya    tentang    apa    mweehehehheheeh  ,just finished watching the second fantastic beast and I don't understand what the story is about mweehehehheheeh,negatif
94,1.06E+18,new_dwiva,11/19/2018 13:56,Kappa di Fantastic Beast super serem sih :(,  kappa    di    fantastic    beast    super    serem    sih        ,kappa on a fantastic beast is super cool anyway,positif
95,1.06E+18,AnnsRzky,11/19/2018 13:32,Fantastic beast keren abis mo nangisss😭😭😭,  fantastic    beast    keren    habis    mo    nangis     loudly crying face      loudly crying face      loudly crying face   ,fantastic    beast    keren    habis    mo    nangis     loudly crying face      loudly crying face      loudly crying face,positif
96,1.06E+18,mas_sugi,11/19/2018 13:28,Fantastic Beast and I don't wanna give a f*ck.,  fantastic    beast    and    i    don t    wanna    give    a    f ck       ,fantastic    beast    and    i    don t    wanna    give    a    f ck,positif
97,1.06E+18,ardewh25,11/19/2018 13:23,Fantastic beast itu bisa bngt bikin aku penasaran,  fantastic    beast    itu    bisa    bngt    bikin    aku    penasaran  ,fantastic beast can make me curious,positif
98,1.06E+18,nxdtj,11/19/2018 13:23,"Just finished watching Fantastic Beast Crimes of Grindelwald, so here is a commentary thread! #fantasticbeast",  just    finished    watching    fantastic    beast    crimes    of    grindelwald         so    here    is    a    commentary    thread          fantasticbeast  ,just    finished    watching    fantastic    beast    crimes    of    grindelwald         so    here    is    a    commentary    thread          fantasticbeast,positif
99,1.06E+18,ndidinindi,11/19/2018 13:19,Fantastic Beast itu RAAAAMEEEEEE!!!!!!! AKUUU SYUKAAAAAAAAAAAA,  fantastic    beast    itu    ramee                                       aku    suka  ,fantastic beast I like it,positif
100,1.06E+18,CheristaD,11/19/2018 12:45,abis nonton fantastic beast be like: i need to re-watch all of the harry potter movies,  habis    nonton    fantastic    beast    be    like         i    need    to    re         watch    all    of    the    harry    potter    movies  ,habis    nonton    fantastic    beast    be    like         i    need    to    re         watch    all    of    the    harry    potter    movies,positif
101,1.06E+18,iookkk,11/19/2018 12:08,temenin nonton fantastic beast yuuu ~,  temenin    nonton    fantastic    beast    ayo       ,"friend, watch fantastic beast, come on",positif
102,1.06E+18,fauzanalwilub,11/19/2018 11:53,"Terus abis Fantastic beast rilis mau ngapain lagi ini? HAHAHAHAH 

X-Men Dark Phoenix kali ya hemmmm",  terus    habis    fantastic    beast    rilis    mau    ngapain    lagi    ini         hahahahah    x         men    dark    phoenix    kali    ya    hem  ,continues to run fantastic beast release what do you want this again hahahahah x men dark phoenix times huh,positif
103,1.06E+18,dipnie,11/19/2018 11:39,"di hidup gue semua serba gak tuntas... 
seperti: thesis gue, paper gue, fantastic beast: the crimes of grindelwALD",  di    hidup    saya    semua    serba    tidak    tuntas           seperti         thesis    saya         paper    saya         fantastic    beast         the    crimes    of    grindelwald  ,"in my life everything is not complete like my thesis, my paper is fantastic beast the crimes of grindelwald",negatif
104,1.06E+18,chubbyuto,11/19/2018 11:39,ekspektasi saya terlalu tinggi. sakit jatuhnya pas film kelar. hestek fantastic beast,  ekspektasi    saya    terlalu    tinggi         sakit    jatuhnya    saat    film    kelar         hestek    fantastic    beast  ,my expectation was that the fall was too high when the film finished hestek fantastic beast,negatif
105,1.06E+18,gishadia,11/19/2018 11:00,"Mom after watching fantastic beast: ""jadi eta teh anak saha"" // ""jadi dia tuh anak siapa""",  mom    after    watching    fantastic    beast              jadi    eta    teh    anak    siapa                        jadi    dia    tuh    anak    siapa       ,"mom after watching fantastic beast, so who is the eta teh, who is she?",negatif
106,1.06E+18,aleeey_a,11/19/2018 10:21,I have so many questions about Fantastic Beast: The Crime of Grindelwald.....,  i    have    so    many    questions    about    fantastic    beast         the    crime    of    grindelwald           ,i    have    so    many    questions    about    fantastic    beast         the    crime    of    grindelwald,negatif
107,1.06E+18,Tiadiajeng,11/19/2018 10:15,"Holiday tomorrow, so let's watch Fantastic Beast!!",  holiday    tomorrow         so    let     s    watch    fantastic    beast            ,holiday tomorrow so let's watch fantastic beast,positif
108,1.06E+18,dimasoky,11/19/2018 10:13,fantastic beast apa suzanna yaahh hmmm,  fantastic    beast    apa    suzanna    yaahh    hm  ,fantastic beast what is suzanna yaahh hm,neutral
109,1.06E+18,aulianramalia,11/19/2018 9:23,"Eh i mean the crimes of grindelward,  same thing sih fantastic beast 2 pokoknya! It was GOOD!",  eh    i    mean    the    crimes    of    grindelward         same    thing    sih    fantastic    beast    2    pokoknya         it    was    good       ,eh i mean the crimes of grindelwald same thing sih fantastic beast 2 pokoknya it was good,positif
110,1.06E+18,giinaulfah,11/19/2018 8:51,Abis nonton fantastic beast liat zouwu berasa liat si gupiw.,  habis    nonton    fantastic    beast    lihat    zouwu    berasa    lihat    si    gupiw       ,"After watching fantastic beast, see Zouwu, feel like seeing the gupiw",positif
111,1.06E+18,anggitaLw,11/19/2018 8:37,After watching Fantastic Beast : The Crime of Grindelwalds jd gak sabar nunggu yg ketiga ...,  after    watching    fantastic    beast         the    crime    of    grindelwalds    jadi    tidak    sabar    tunggu    yang    ketiga         ,after watching fantastic beast the crime of grindelwalds so can't wait for the third,positif
112,1.06E+18,NeldyaW,11/19/2018 8:35,"Watch ""fantastic beast and where to find them """,  watch         fantastic    beast    and    where    to    find    them       ,watch         fantastic    beast    and    where    to    find    them,neutral
113,1.06E+18,YasminDesvi,11/19/2018 8:07,Really enjoy watching Bohemian Rhapsody and Fantastic Beast 2👍👍👍👍👍,  really    enjoy    watching    bohemian    rhapsody    and    fantastic    beast    2     thumbs up      thumbs up      thumbs up      thumbs up      thumbs up   ,really    enjoy    watching    bohemian    rhapsody    and    fantastic    beast    2     thumbs up      thumbs up      thumbs up      thumbs up      thumbs up,positif
114,1.06E+18,alcxhlf,11/19/2018 6:44,dom jaksel/dpk nonton suzzana / fantastic beast yuk? bosen asli gabut.,  dom    jaksel         dpk    nonton    suzzana         fantastic    beast    ayo         bosen    asli    senggang       ,"South Jakarta Dom can watch Suzuki Fantastic Beast, let's be bored, free original",positif
115,1.06E+18,dhivarukha,11/19/2018 6:03,"tiket dijual 20rb aja jam 17.45 film fantastic beast.
di depok XXI.
siapapun ritwitnya",  tiket    dijual    20    rb    saja    jam    17 45    film    fantastic    beast         di    depok    xxi         siapapun    ritwitnya  ,tickets were sold for only 20 rb at 17:45 the fantastic beast movie in depok xxi was the same,neutral
116,1.06E+18,fragilebuster,11/19/2018 5:33,Fix nnton fantastic beast dewe wani perih,  fix    nnton    fantastic    beast    sendiri    wani    berani  ,fix not fantastic beast itself brave,positif
117,1.06E+18,FarizRegisa,11/19/2018 4:50,"nonton fantastic beast, scene nagini keluar, ""she comes from indonesia!"" sestudio ""wisss!"", yaelah orang indo, murah banget",  nonton    fantastic    beast         scene    nagini    keluar              she    comes    from    indonesia              sestudio         wis                   yaelah    orang    indonesia         murah    sangat  ,Watch Nagini Beast Fantastic Scene Out She Comes from Indonesia Sestudio Wis Yaelah Very Indonesian people very,positif
118,1.06E+18,JaciDeeBlacks,11/19/2018 4:49,I hope Paul Wesley will be cast as a Wizard at Fantastic Beast,  i    hope    paul    wesley    will    be    cast    as    a    wizard    at    fantastic    beast  ,i    hope    paul    wesley    will    be    cast    as    a    wizard    at    fantastic    beast,positif
119,1.06E+18,fivestarsforme,11/19/2018 4:33,"After fantastic beast 2, I see dumbledore differently now.",  after    fantastic    beast    2         i    see    dumbledore    differently    now       ,after    fantastic    beast    2         i    see    dumbledore    differently    now,positif
120,1.06E+18,ridwanpeot,11/19/2018 3:36,"Fantastic beast 2 
Eweuh duit eweuh batur
2 problematika nu matak ujung2na lalajo di indoxxi",  fantastic    beast    2    tidak ada    duit    tidak ada    teman    2    problematika    yang    saya    ujung2na    nonton    di    internet  ,fantastic beast 2 there is no money there are no friends 2 problems that I ended up watching on the internet,neutral
121,1.06E+18,sarahraisah,11/19/2018 2:48,Belum nonton Fantastic Beast 2 hikshiks.,  belum    nonton    fantastic    beast    2    hikshiks       ,haven't watched fantastic beast 2 hikshiks,negatif
122,1.06E+18,puputputreey,11/19/2018 2:41,Sampe kantor ibu manajer lagi bahas Fantastic Beast,  hingga    kantor    ibu    manajer    lagi    bahas    fantastic    beast  ,until the office of the manager's mother discussed fantastic beast,positif
123,1.06E+18,nnkadal,11/19/2018 0:06,Kemaren nonton fantastic beast tetep dapat tempat duduk di atas dan ditengah ya karena sendiri. Kalo bedua ya tinggal pasrah😂,  kemaren    nonton    fantastic    beast    tetap    dapat    tempat    duduk    di    atas    dan    ditengah    ya    karena    sendiri         kalau    bedua    ya    tinggal    pasrah     face with tears of joy   ,"Yesterday watching fantastic beast still got a seat above and in the middle, yeah, because on your own, if you live, you just have to surrender, face with tears of joy.",positif
124,1.06E+18,rennydesavi,11/18/2018 16:19,"Movies rate:
Bohemian Rhapsody...8.5
Fantastic Beast: The Crimes...7",  movies    rate         bohemian    rhapsody           8 5    fantastic    beast         the    crimes           7  ,movies    rate         bohemian    rhapsody           8 5    fantastic    beast         the    crimes           7,neutral
125,1.06E+18,ineedspacexx,11/18/2018 15:55,senin jadiin nonton fantastic beast ah.. me time 😌,  senin    jadi    nonton    fantastic    beast    ah          me    time     relieved face   ,Monday it will be fantastic and me time relieved face,positif
126,1.06E+18,briandrie,11/18/2018 15:15,Masih penasaran ending dengan film fantastic beast,  masih    penasaran    ending    dengan    film    fantastic    beast  ,still curious about the ending with a fantastic beast movie,positif
127,1.06E+18,squilliams,11/18/2018 14:33,Ngantuk bgt nonton fantastic beast btw huhu,  ngantuk    sangat    nonton    fantastic    beast    by the way    huhu  ,very sleepy watching fantastic beast by the way huhu,negatif
128,1.06E+18,linamei_,11/18/2018 13:43,Jadi Indonesia udh ada ya pada jaman fantastic beast ? Oh gitu yaa,  jadi    indonesia    sudah    ada    ya    pada    jaman    fantastic    beast         oh    begitu    yaa  ,"so Indonesia is already there, in the fantastic beast era, oh yeah",positif
129,1.06E+18,Moch_Jamil,11/18/2018 13:17,"Beres nonton fantastic beast, kata Aurelius terdengar ga asing di otak..
Aurelius........ Aurita",  beres    nonton    fantastic    beast         kata    aurelius    terdengar    tidak    asing    di    otak          aurelius                aurita  ,So watch fantastic beast the word Aurelius sounds familiar in the brain of Aurelius Aurita,positif
130,1.06E+18,Lalicessa,11/18/2018 13:00,Aahshshsnsjjsus gilss emang fantastic beast number 1 bgt,  aahshshsnsjjsus    gila    memang    fantastic    beast    number    1    sangat  ,crazy aahshshsnsjjsus is indeed a very fantastic beast number 1,positif
131,1.06E+18,AndrePangestu18,11/18/2018 12:46,Fantastic beast yg kedua seru ga?,  fantastic    beast    yang    kedua    seru    tidak       ,fantastic beast the second exciting no,neutral
132,1.06E+18,johndbro1,11/18/2018 12:39,"The rare Fantastic Beast sighting was nice, they were very fun to look at and Newt's affection for them seemed both genuine and heartfelt.",  the    rare    fantastic    beast    sighting    was    nice         they    were    very    fun    to    look    at    and    newt     s    affection    for    them    seemed    both    genuine    and    heartfelt       ,the    rare    fantastic    beast    sighting    was    nice         they    were    very    fun    to    look    at    and    newt     s    affection    for    them    seemed    both    genuine    and    heartfelt,positif
133,1.06E+18,kening_lebar,11/18/2018 12:34,Abis nonton Fantastic Beast. Agak kecewa. Gak dijelasin guru-guru di Hogwarts itu statusnya PNS apa masih honorer. Apaan gak jelas...,  habis    nonton    fantastic    beast         agak    kecewa         tidak    dijelasin    guru guru    di    hogwarts    itu    statusnya    pns    apa    masih    honorer         apaan    tidak    jelas         ,finished watching fantastic beast rather disappointed not explained by the teacher teacher at hogwarts that the status of civil servants is still honorary fuck unclear,negatif
134,1.06E+18,biskuittape,11/18/2018 12:30,"Fantastic beast uda minta di tonton aja tu, gada yang ngajak apa",  fantastic    beast    sudah    minta    di    tonton    saja    itu         tidak ada    yang    ngajak    apa  ,fantastic beast just asked to watch it no one invited what,positif
135,1.06E+18,WiLdhaan7,11/18/2018 12:24,Pengen banget nnton the fantastic beast ora ada temennya hmm,  ingin    sangat    nnton    the    fantastic    beast    tidak    ada    teman    hmm  ,want to be very nonsense the fantastic beast no friend hmm,positif
136,1.06E+18,anisanisas,11/18/2018 12:23,Baru nonton fantastic beast dan lebih ngeship Newt sama Leta 😟,  baru    nonton    fantastic    beast    dan    lebih    ngeship    newt    sama    leta     worried face   ,just watching fantastic beast and more interesting with newt and face worry,positif
137,1.06E+18,mndfbryn,11/18/2018 12:05,"Ketika ingin menonton Fantastic Beast, terhalang oleh waktu~",  ketika    ingin    menonton    fantastic    beast         terhalang    oleh    waktu   ,when you want to watch fantastic beast is blocked by time,negatif
138,1.06E+18,susanchrysan,11/18/2018 11:59,Fantastic Beast: The Crimes of Grindelwald. 😴😴😴,  fantastic    beast         the    crimes    of    grindelwald          sleeping face      sleeping face      sleeping face   ,fantastic    beast         the    crimes    of    grindelwald          sleeping face      sleeping face      sleeping face,neutral
139,1.06E+18,sipietz,11/18/2018 11:55,Baru ngeh astrid leong aka gemma chan maen di fantastic beast yg pertama,  baru    sadar    astrid    leong    alias    gemma    chan    maen    di    fantastic    beast    yang    pertama  ,just realized astrid leong aka gemma chan playing on the first fantastic beast,neutral
140,1.06E+18,fnrizka,11/18/2018 11:55,Fantastic Beast And Where To Find Them in HBO...,  fantastic    beast    and    where    to    find    them    in    hbo         ,fantastic    beast    and    where    to    find    them    in    hbo,neutral
141,1.06E+18,qieta,11/18/2018 11:36,"Suzzana sudah sejuta penonton aja, fantastic beast saja ku belum menonton.",  suzzana    sudah    sejuta    penonton    saja         fantastic    beast    saja    ku    belum    menonton       ,"I already watched a million viewers fantastic just beast, I haven't watched",negatif
142,1.06E+18,objekilusi,11/18/2018 11:07,[W/N] Ga sabar lanjutan yang ketiganya Fantastic Beast.,       saya         n         tidak    sabar    lanjutan    yang    ketiganya    fantastic    beast       ,I can't wait for the third fantastic beast,positif
143,1.06E+18,ratukis,11/18/2018 10:38,Gatau knp perasaan fantastic beast yg kedua kurangkurang gmn gt ya. Apa grgr expectnya ketinggian..,  gatau    kenapa    perasaan    fantastic    beast    yang    kedua    kurangkurang    gimana    begitu    ya         apa    gara gara    expectnya    ketinggian        ,"or why is the feeling of being the second fantastic beast how to do that, yeah, because of the expectation of height",negatif
144,1.06E+18,Georgiavalerie_,11/18/2018 10:06,just watched Fantastic beast and i am soooo thriillleeeddddd.  10/10 recomended!!!!,  just    watched    fantastic    beast    and    i    am    so    thriiled         10         10    recomended                      ,just watched fantastic beast and i am so thrilled 10 10 recommended,positif
145,1.06E+18,a_maskur,11/18/2018 10:03,Even though fantastic beast 2 has so many plot holes but that final fight scene was FIREEEE!! I hope I could join that battle,  even    though    fantastic    beast    2    has    so    many    plot    holes    but    that    final    fight    scene    was    fire              i    hope    i    could    join    that    battle  ,even    though    fantastic    beast    2    has    so    many    plot    holes    but    that    final    fight    scene    was    fire              i    hope    i    could    join    that    battle,positif
146,1.06E+18,liuruna_,11/18/2018 9:46,Plot twist terbaik 2018 menang fantastic beast,  plot    twist    terbaik    2018    menang    fantastic    beast  ,2018's best plot twist wins fantastic beast,positif
147,1.06E+18,megalomaniAZ,11/18/2018 9:09,"Fantastic Beast plotnya lumayan dark, like WB try to create another DCEU 😂😂😂",  fantastic    beast    plotnya    lumayan    dark         like    wb    try    to    create    another    dceu     face with tears of joy      face with tears of joy      face with tears of joy   ,fantastic    beast    plotnya    lumayan    dark         like    wb    try    to    create    another    dceu     face with tears of joy      face with tears of joy      face with tears of joy,positif
148,1.06E+18,kuuusuma,11/18/2018 8:11,Am I the only one here who hasn't watched Fantastic Beast? Someone help me,  am    i    the    only    one    here    who    hasn t    watched    fantastic    beast         someone    help    me  ,am    i    the    only    one    here    who    hasn t    watched    fantastic    beast         someone    help    me,negatif
149,1.06E+18,RNDNuriyanti,11/18/2018 7:40,Beberapa menit dalam bioskop nonton fantastic beast aku tertidur. Bangun2 si salamander dah nemuin si tina. Yapokoknya gitulah,  beberapa    menit    dalam    bioskop    nonton    fantastic    beast    aku    tertidur         bangun bangun    si    salamander    dah    nemuin    si    tina         yapokoknya    gitulah  ,"a few minutes in the cinema watching fantastic beast I fell asleep waking up the salamander had found the tina, anyway",negatif
150,1.06E+18,nitabluez,11/18/2018 7:14,belum nonton Fantastic Beast. takut ga diterima di pergaulan :(,  belum    nonton    fantastic    beast         takut    tidak    diterima    di    pergaulan        ,haven't watched fantastic beasts afraid of not being accepted in association,negatif
151,1.06E+18,Widyarenee,11/18/2018 6:59,"Di jaman serba susah dan penindasan di rezim Jokowi gini, lobby bioskop penuh sesak.
Full nonton 2 studio ACMA, Suzzanna, Fantastic beast. 😎",  di    jaman    serba    susah    dan    penindasan    di    rezim    jokowi    gini         lobby    bioskop    penuh    sesak         full    nonton    2    studio    acma         suzzanna         fantastic    beast          smiling face with sunglasses   ,in the era of all the difficulties and oppression in the regime of jokowi gini lobby cinema full of full watching 2 studios acma suzzanna smiling beast fantastic face with sunglasses,negatif
152,1.06E+18,metrick01,11/18/2018 5:45,Dont like fantastic beast 2... but ill give it a second chance.. will watch it once more,  dont    like    fantastic    beast    2           but    ill    give    it    a    second    chance          will    watch    it    once    more  ,dont    like    fantastic    beast    2           but    ill    give    it    a    second    chance          will    watch    it    once    more,negatif
153,1.06E+18,Mustika1703,11/18/2018 5:11,Woah fantastic beast bakal d bikin 5 series woah woah woah,  woah    fantastic    beast    bakal    d    bikin    5    series    woah    woah    woah  ,woah    fantastic    beast    bakal    d    bikin    5    series    woah    woah    woah,positif
154,1.06E+18,ayy_0510,11/18/2018 4:18,Sudah q duga... Nonton fantastic beast mesti jejeran cah tarnus,  sudah    saya    duga           nonton    fantastic    beast    harus    jejeran    anak    tarnus  ,I had expected watching fantastic beast had to be lined up by the child tarnus,neutral
155,1.06E+18,dhittaa,11/18/2018 3:24,"Pgn nntn fantastic beast 2 lg:"")",  pgn    nonton    fantastic    beast    2    lagi                 ,Can you watch Fantastic Beast 2 again?,positif
156,1.06E+18,nelarealino,11/18/2018 1:32,Arghhgg wanna watch fantastic beast againnnnnn aaaaaaaa ❤️😍❤️😍❤️😍❤️😍❤️😍😍❤️😍,  arghhgg    wanna    watch    fantastic    beast    againn    a     red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      smiling face with heart eyes      red heart           smiling face with heart eyes   ,arghhgg    wanna    watch    fantastic    beast    againn    a     red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      red heart           smiling face with heart eyes      smiling face with heart eyes      red heart           smiling face with heart eyes,positif
157,1.06E+18,renataalvn,11/18/2018 1:27,Lg pengen bgt beli dvd nya the greatest show sama fantastic beast tp adanya blu ray doang😓 udah lah mahal kalo kaga bs di play begimana??,  lagi    ingin    sangat    beli    dvd    nya    the    greatest    show    sama    fantastic    beast    tapi    adanya    blu    ray    doang     downcast face with sweat     sudah    lah    mahal    kalau    kaga    bisa    di    play    begimana            ,"Again, I want to buy DVDs, the greatest show is fantastic, but the Blu Ray for Downcast Face with Sweat is expensive if you can play it, how do you do it?",positif
158,1.06E+18,akanwisuda,11/18/2018 1:05,"sedih dan mengecewakan gegara tyda bisa nonton fantastic beast the crimes of grindelwald. hmmmm
syalanih :(",  sedih    dan    mengecewakan    gegara    tyda    bisa    nonton    fantastic    beast    the    crimes    of    grindelwald         hm    syalanih        ,sad and disappointing the country can watch fantastic beast the crimes of grindelwald hm syalanih,negatif
159,1.06E+18,jabunnajib,11/18/2018 0:18,Nonton fantastic beast bener2 bikin drop jaw dah :0,  nonton    fantastic    beast    bener2    bikin    drop    jaw    dah     0  ,watching fantastic beast really makes drop jaw already 0,negatif
160,1.06E+18,hauramedinaa,11/17/2018 23:20,Yang gw sayangin dr fantastic beast ke 2 ini adalah pas lagi seru2nya eh abis,  yang    saya    sayangin    dari    fantastic    beast    ke    2    ini    adalah    saat    lagi    seru2nya    eh    habis  ,what I love about this fantastic second beast is when the excitement is over,positif
161,1.06E+18,hauramedinaa,11/17/2018 23:17,Parah yang suka harry potter kudu bgt nonton fantastic beast,  parah    yang    suka    harry    potter    harus    sangat    nonton    fantastic    beast  ,badly who likes harry potter must be very watch fantastic beast,positif
162,1.06E+18,objekilusi,11/17/2018 22:11,"Demi apapun. Gue nungguin Fantastic Beast, tapi ga ada temen nontonnya 😩 []",  demi    apapun         saya    tunggu    fantastic    beast         tapi    tidak    ada    temen    nontonnya     weary face             ,for whatever sake I wait for a fantastic beast but no friends watch it weary face,positif
163,1.06E+18,Faizalchariz,11/17/2018 21:24,"Fantastic Beast   , Fantastic bet,",  fantastic    beast         fantastic    sangat       ,fantastic    beast         fantastic    sangat,neutral
164,1.06E+18,rizkarrrr,11/17/2018 19:13,Btw fantastic beast yg kedua rada kampret sih.. bikin kepo argh 😣,  by the way    fantastic    beast    yang    kedua    agak    sialan    sih          bikin    penasaran    argh     persevering face   ,by the way fantastic beast the second one is rather damn it makes me curious to persevere the face,positif
165,1.06E+18,finachristina,11/17/2018 18:03,"Abis nonton fantastic beast trus pusing aku pusing. Knp knp kok begitu, bagaimana bisa begitu?

Dan sambil meneteskan air mata",  habis    nonton    fantastic    beast    terus    pusing    aku    pusing         kenapa    kenapa    kok    begitu         bagaimana    bisa    begitu         dan    sambil    meneteskan    air    mata  ,"after watching fantastic beast, I was dizzy, I was dizzy, why the hell is that how it works and while shed tears",negatif
166,1.06E+18,azmiazzami_,11/17/2018 17:18,Ada yang sudah nonton fantastic beast 2?,  ada    yang    sudah    nonton    fantastic    beast    2       ,some have watched fantastic beast 2,neutral
167,1.06E+18,anisaasj,11/17/2018 17:00,Man. Fantastic Beast was awesome.,  man         fantastic    beast    was    awesome       ,man         fantastic    beast    was    awesome,positif
168,1.06E+18,sachizhaa,11/17/2018 16:55,oke gais jd siapa yg udh ntn fantastic beast?,  oke    gais    jadi    siapa    yang    sudah    nonton    fantastic    beast       ,"okay, so who's been watching fantastic beast",neutral
169,1.06E+18,yutiselia,11/17/2018 16:42,"Fantastic beast keren tcuy, giliran yg pertama mah blm nonton 🤣",  fantastic    beast    keren    sangat         giliran    yang    pertama    sih    belum    nonton     rolling on the floor laughing   ,fantastic beast cool it was the first turn to not watch rolling on the floor laughing,positif
170,1.06E+18,reeewhy,11/17/2018 16:31,"Aaaaaakkkkk Fantastic Beast kereeennnn, walaupun banyak teka-teki tapi dapet poinnya. Ga sabar kelanjutannya 😍",  aak    fantastic    beast    keren         walaupun    banyak    teka teki    tapi    dapet    poinnya         tidak    sabar    kelanjutannya     smiling face with heart eyes   ,"It's not a fantastic beast, even though there are lots of puzzles, but getting impatient points continues, smiling face with heart eyes",positif
171,1.06E+18,roismaruf,11/17/2018 16:07,"Fantastic Beast : The Crimes of Grindelwald, rating pribadi 9,5/10",  fantastic    beast         the    crimes    of    grindelwald         rating    pribadi    9 5         10  ,fantastic    beast         the    crimes    of    grindelwald         rating    pribadi    9 5         10,positif
172,1.06E+18,tanitanit,11/17/2018 15:57,Agak gimana gitu Indonesia disebut dalam film Fantastic Beast The Crimes of Grindlewald. Meski cuma sepenggal mah... 😂,  agak    gimana    begitu    indonesia    disebut    dalam    film    fantastic    beast    the    crimes    of    grindlewald         meski    cuma    sepenggal    sih            face with tears of joy   ,"rather, how is Indonesia called in the fantastic beast the crimes of grindlewald movie even though it's just a piece of face with tears of joy",positif
173,1.06E+18,tressaoktvn,11/17/2018 15:50,Best partnya sih ya bagian si Newt beserta para 'Fantastic Beast' nya. Sayangnya cuma seuprit bagian itu.,  best    partnya    sih    ya    bagian    si    newt    beserta    para         fantastic    beast         nya         sayangnya    cuma    seuprit    bagian    itu       ,"the best part is the part of the newt and the fantastic beasts, unfortunately, only a part of that",positif
174,1.06E+18,rizqirich_,11/17/2018 15:40,"Nyari tone photo yg mirip"" dengan warna film di fantastic beast ko syusyah~",  cari    tone    photo    yang    mirip         dengan    warna    film    di    fantastic    beast    ko    syusyah   ,look for photo tones that are similar to the color of the film on fantastic beast ko syusyah,negatif
175,1.06E+18,lathif_adhy,11/17/2018 15:37,"Pemeran Nagini di fantastic beast 2 ternyata pernah main di Avengers 2, pantesan kayak gak asing gitu. Wkwk",  pemeran    nagini    di    fantastic    beast    2    ternyata    pernah    main    di    avengers    2         pantesan    kayak    tidak    asing    begitu         wkwk  ,"Nagini's cast on the fantastic beast 2 turns out to have played in avengers 2, it seems like a stranger",positif
176,1.06E+18,firalaisia,11/17/2018 15:25,"Menurutku Fantastic Beast bagus bagus aja ah, recommended. Gak kecewa nonton 👍",  menurutku    fantastic    beast    bagus    bagus    saja    ah         recommended         tidak    kecewa    nonton     thumbs up   ,"in my opinion fantastic good beast is good, ah recommended not disappointed watching thumbs up",positif
177,1.06E+18,greyliness,11/17/2018 15:20,"Fantastic Beast 2 keren bangeeeeetttt.. Serah deh apa kata kritikus film yang kek udah jago banget bikin cerita.

Epiccc!!!",  fantastic    beast    2    keren    sangat          serah    deh    apa    kata    kritikus    film    yang    kayak    sudah    jago    sangat    bikin    cerita         epic                 ,fantastic beast 2 cool is very easy to say what movie critics who are already good at make epic stories,positif
178,1.06E+18,tibbunny,11/17/2018 15:13,AKU MAU NONTON FANTASTIC BEAST HUHU,  aku    mau    nonton    fantastic    beast    huhu  ,I want to watch fantastic huhu beast,positif
179,1.06E+18,sisirkotor,11/17/2018 15:06,"Masih ga bisa move on dari Tina Fantastic Beast, woman crush banget si😭",  masih    tidak    bisa    move    on    dari    tina    fantastic    beast         woman    crush    sangat    si     loudly crying face   ,still unable to move on from the fantastic beast woman crush is very loudly crying face,positif
180,1.06E+18,bouwplank,11/17/2018 15:01,"sebisa mungkin tidak memiliki ekspektasi yang tinggi pada film fantastic beast dan susana.

nonton mah nonton ajaaa",  sebisa    mungkin    tidak    memiliki    ekspektasi    yang    tinggi    pada    film    fantastic    beast    dan    susana         nonton    sih    nonton    saja  ,as much as possible do not have high expectations on the fantastic beast movie and watch it just watch it,negatif
181,1.06E+18,NitaHabibah1,11/17/2018 14:46,gantung banget film fantastic the beast. harus banget berlanjut,  gantung    sangat    film    fantastic    the    beast         harus    sangat    berlanjut  ,hanging very fantastic films the beast must be very continuous,negatif
182,1.06E+18,AkiraJeffta,11/17/2018 14:23,Pingin nonton fantastic beast tpi kok blm bisa terus kzl dah,  pingin    nonton    fantastic    beast    tapi    kok    belum    bisa    terus    kzl    dah  ,"pingin watching fantastic beast, but how come I can't keep going",negatif
183,1.06E+18,priskarinta,11/17/2018 14:23,"Ketika semua org amaze dgn fantastic beast. 
Bapake: halah mau mau aja dibodoh bodohi cerita",  ketika    semua    org    amaze    dgn    fantastic    beast         bapake         halah    mau    mau    saja    dibodoh    bodohi    cerita  ,"when everyone amaze with fantastic beast bapake halah, they want to be fooled into fooling the story",positif
184,1.06E+18,nikenmawar,11/17/2018 14:09,Oiya btw kalian harus nonton Fantastic beast agar kalian tahu kalau jadi bucin itu sungguhla tida baique 😹,  oiya    by the way    kalian    harus    nonton    fantastic    beast    agar    kalian    tahu    kalau    jadi    mengganggu    itu    sungguhlah    tidak    baik     cat face with tears of joy   ,oiya by the way you have to watch fantastic beast so you know that being annoying is really not good paint face with tears of joy,positif
185,1.06E+18,nikenmawar,11/17/2018 13:50,"Akhirnya nonton Fantastic Beast 😄 
One thing im statisfied about was : Jhonny depp ganteng bat rambutnya putih wkwk",  akhirnya    nonton    fantastic    beast     grinning face with smiling eyes     one    thing    im    statisfied    about    was         jhonny    depp    ganteng    bat    rambutnya    putih    wkwk  ,finally watching fantastic beast grin face with smiling eyes one thing im statisfied about was jhonny depp handsome bat white hair wkwk,positif
